Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link
"Building for Sale in Cainta, Rizal! 4-Storey School Building Nr. Libis","San Isidro, Cainta",Commercial,"Commercial,building",794,2286,None,None,None,121.118502,14.613156,None,120000000,https://www.lamudi.com.ph/building-for-sale-in-cainta-rizal-4-storey-school-165968861596.html
"3 Storey House and Lot For Sale in Mckinley Hill, Taguig City","McKinley Hill, Taguig",House,"House,single-family-house",189,513,4,5,6,121.0553,14.53712,None,130000000,https://www.lamudi.com.ph/3-storey-house-and-lot-for-sale-in-mckinley-hill-t-165864757664.html
Quezon City House and Lot for Sale in Greenmeadows Subdivision!,Quezon City,House,"House,single-family-house",805,500,3,3,4,121.0443089,14.6621443,None,250000000,https://www.lamudi.com.ph/for-sale-greenmeadows-subdivision-3br-luxurious-house-in-quezon-city-ds882264.html
"For Sale Semi furnished 4 Bedroom Modern House in Mckinley Hill Village, Taguig","Fort Bonifacio, Taguig",House,"House,single-family-house",198,450,4,4,5,121.050318,14.540867,None,85000000,https://www.lamudi.com.ph/for-sale-semi-furnished-4-bedroom-modern-house-in-165864727738.html
"Brand New House and Lot for Sale in Las Pinas City, Portofino Heights","Almanza Dos, Las Pinas",House,"House,single-family-house",490,350,2,4,4,121.0078767,14.4023926,None,49500000,https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-in-las-pinas-city-16587384884.html
"For Sale Valle Verde 6 Brand New 3-Storey Townhouse in Pasig nr. Eastwood, Timog","Ugong, Pasig",House,"House,townhouse",195,467,3,5,5,121.0755364,14.58343059,None,100000000,https://www.lamudi.com.ph/for-sale-valle-verde-6-brand-new-3-storey-townhouse-in-pasig-nr-eastwood-timog.html
"Fully Furnished 5 Bedroom House and Lot for Sale in AFPOVAI, Tagauig City","Western Bicutan, Taguig",House,"House,single-family-house",450,560,4,5,5,121.036376,14.517219,None,78000000,https://www.lamudi.com.ph/house-and-lot-for-sale-in-afpovai-tagauig-city-ful-165995033962.html
"For Sale Valle Verde 4 Bedroom House and Lot  in Pasig City near BGC, & Makati","Valle Verde 2, Pasig",House,"House,single-family-house",844,500,None,4,4,121.072923,14.582317,None,150000000,https://www.lamudi.com.ph/for-sale-valle-verde-4-bedroom-house-and-lot-in-pasig-city-near-bgc-makati.html
Cavite House and Lot for Sale at Verdana Homes Bacoor,"Molino IV, Bacoor",House,"House,single-family-house",230,300,2,4,3,120.9943658,14.3810075,None,34000000,https://www.lamudi.com.ph/cavite-house-and-lot-for-sale-at-verdana-homes-bac-165871978399.html
"House and Lot for Sale Afpovai, Taguig City, Fort Bonifacio Nr. BGC","Western Bicutan, Taguig",House,"House,single-family-house",200,410,None,4,5,121.036376,14.517219,None,46800000,https://www.lamudi.com.ph/house-and-lot-for-sale-afpovai-taguig-city-fort-bo-166001577196.html
"Modern House and Lot for Sale in Las Pinas City, Portofino Heights, Nr. MCX,SLEX","Almanza Dos, Las Pinas",House,"House,single-family-house",490,350,2,4,4,121.0078767,14.4023926,None,49500000,https://www.lamudi.com.ph/modern-house-and-lot-for-sale-in-las-pi-as-city-po-165916391897.html
Portofino South Newly Renovated 4 Bedroom House and Lot  in Las Pinas Nr.Alabang,"Almanza Dos, Las Pinas",House,"House,single-family-house",291,350,4,4,3,121.0078767,14.4023926,None,28000000,https://www.lamudi.com.ph/portofino-south-newly-renovated-4-bedroom-house-and-lot-in-las-pinas-nr-alabang.html
"2-Storey House and Lot for Sale in Las Pinas City Portofino Heights Nr. MCX,SLEX","Almanza Dos, Las Pinas",House,"House,single-family-house",490,350,2,4,4,121.0078767,14.4023926,None,49500000,https://www.lamudi.com.ph/2-storey-house-and-lot-for-sale-in-las-pi-as-city-165916393436.html
House and Lot For Sale in Quezon City at Greenmeadows Subdivision! 3 Bedroom,Quezon City,House,"House,single-family-house",805,500,3,3,4,121.0443089,14.6621443,None,250000000,https://www.lamudi.com.ph/for-sale-greenmeadows-subdivision-3br-spacious-house-in-quezon-city-ds882264.html
Ayala Heights Brand New House and Lot for Sale in Quezon City nr. Batasan Hills,"Matandang Balara, Quezon City",House,"House,single-family-house",480,820,4,5,5,121.082236,14.665648,None,160000000,https://www.lamudi.com.ph/ayala-heights-brand-new-house-and-lot-for-sale-in-16588047935.html
"Molino, Bacoor House and Lot for Sale at Verdana Homes 4 Bedroom in Cavite","Molino IV, Bacoor",House,"House,single-family-house",230,300,None,4,3,120.9943658,14.3810075,None,34000000,https://www.lamudi.com.ph/molino-bacoor-house-and-lot-for-sale-at-verdana-ho-165880430642.html
"For Sale : Fully furnished 3-storey Brand New House and Lot Taguig City, AFPOVAI","Western Bicutan, Taguig",House,"House,single-family-house",200,410,4,4,4,121.036376,14.517219,None,46800000,https://www.lamudi.com.ph/for-sale-fully-furnished-3-storey-brand-new-house-in-taguig-afpovai-nr-bgc.html
"For Sale Modern Asian House and Lot in Verdana Homes, Cavite Nr. MCX, SLEX","Molino IV, Bacoor",House,"House,single-family-house",230,300,2,4,3,120.9943658,14.3810075,None,34000000,https://www.lamudi.com.ph/for-sale-modern-asian-house-and-lot-in-verdana-homes-cavite-nr-mcx-slex.html
For Sale Beverly Hills Subdivision 5BR Fully Furnished House  inAntipolo-DS881827,"Mambugan, Antipolo",House,"House,single-family-house",619,260,6,5,4,121.157573,14.58843,None,25000000,https://www.lamudi.com.ph/for-sale-beverly-hills-subdivision-5br-fully-furnished-house-inantipolo-ds881827.html
For Sale Xavierville Ave.4-Storey House and Lot  in Quezon City Nr. Katipunan Ave,"Loyola Heights, Quezon City",House,"House,single-family-house",508,2000,25,7,7,121.076504,14.640624,None,250000000,https://www.lamudi.com.ph/for-sale-xavierville-ave-4-storey-house-and-lot-in-quezon-city-nr-katipunan-ave.html
For Sale  Valle Verde 6 Brand New House with Elevator in Ugong Pasig,"Ugong, Pasig",House,"House,townhouse",238,467,3,5,5,121.072573,14.582943,None,110000000,https://www.lamudi.com.ph/for-sale-valle-verde-6-brand-new-house-with-elevator-in-ugong-pasig.html
"For Sale AFPOVAI Modern House and Lot in Taguig City, Fort Bonifacio Nr. BGC","Western Bicutan, Taguig",House,"House,single-family-house",200,410,4,4,5,121.036376,14.517219,None,46800000,https://www.lamudi.com.ph/for-sale-afpovai-modern-house-and-lot-in-taguig-ci-166001577017.html
House and Lot for Sale in Quezon City at Pentagon Homes!,"Matandang Balara, Quezon City",House,"House,single-family-house",335,350,4,3,4,121.082236,14.665648,None,38000000,https://www.lamudi.com.ph/for-sale-pentagon-homes-3-bedroom-house-in-quezon-city-nr-diliman-katipunan.html
Las Pinas City House and Lot for Sale in Portofino Heights!,"Almanza Dos, Las Pinas",House,"House,single-family-house",490,350,2,4,4,121.0078767,14.4023926,None,49500000,https://www.lamudi.com.ph/las-pi-as-city-house-and-lot-for-sale-in-portofino-165873849179.html
Mckinley Hill Village Prime Modern House For Sale with Swimming pool in Taguig,"McKinley Hill, Taguig",House,"House,single-family-house",198,450,None,4,5,121.0553,14.53712,None,85000000,https://www.lamudi.com.ph/mckinley-hill-village-prime-modern-house-for-sale-with-swimming-pool-in-taguig.html
Mckinley Hill Village 4 Bedroom Modern House and Lot for Sale in Taguig City,"McKinley Hill, Taguig",House,"House,single-family-house",198,450,4,4,5,121.0553,14.53712,None,85000000,https://www.lamudi.com.ph/mckinley-hill-village-4-bedroom-modern-house-and-lot-for-sale-in-taguig-city.html
"Bacoor, Cavite House and Lot For Sale in Verdana Homes, Molino, 4 Bedroom","Molino IV, Bacoor",House,"House,single-family-house",230,300,None,4,3,120.9943658,14.3810075,None,34000000,https://www.lamudi.com.ph/bacoor-cavite-house-and-lot-for-sale-in-verdana-ho-165880423282.html
BF Homes House for Sale in St. Legacy East Subdivision 2-Storey in Paranaque,"B.F. Homes, Paranaque",House,"House,single-family-house",280,780,None,4,4,121.0245799,14.4521766,None,28000000,https://www.lamudi.com.ph/bf-homes-house-for-sale-in-st-legacy-east-subdivis-165829877398.html
Mckinley Hill Village | Brand New 4 Bedroom Modern House For Sale in Taguig,"McKinley Hill, Taguig",House,"House,single-family-house",198,450,None,4,5,121.0553,14.53712,None,85000000,https://www.lamudi.com.ph/mckinley-hill-village-brand-new-4-bedroom-modern-h-165855450718.html
"For Sale in Afpovai Fully Furnished 3-Storey Modern House, Taguig City Near BGC","Western Bicutan, Taguig",House,"House,single-family-house",450,560,4,5,5,121.036376,14.517219,None,78000000,https://www.lamudi.com.ph/for-sale-in-afpovai-fully-furnished-3-storey-modern-house-taguig-city-near-bgc.html
3BR 2-Storey Modern House in Havila by Filinvest Taytay rizal nr San Beda Taytay,Taytay,House,"House,single-family-house",120,145,None,3,2,121.1302512,14.5620998,None,10500000,https://www.lamudi.com.ph/3br-2-storey-modern-house-in-havila-by-filinvest-taytay-rizal-nr-san-beda-taytay.html
4 Bedroom Spacious House & Lot in Subdivision,"Pulangbato, Cebu",House,"House,single-family-house",143,199,None,4,3,123.906672,10.39741,None,11700000,https://www.lamudi.com.ph/4-bedroom-spacious-house-lot-in-subdivision.html
"Nuvali Treveia Brand New House for Sale in Canlubang, Calamba, Laguna","Canlubang, Calamba",House,"House,single-family-house",250,302,2,4,4,121.0533622,14.1857173,None,34000000,https://www.lamudi.com.ph/nuvali-treveia-brand-new-house-for-sale-in-canlubang-calamba-laguna.html
"For Sale: Potipot Gateway Resort Candelaria, Zambales","Babancal, Candelaria",Land,"Land,beach-lot",11676,None,None,None,None,119.954596,15.61485,None,195000000,https://www.lamudi.com.ph/for-sale-potipot-gateway-resort-candelaria-zambales.html
"Residential Lot for sale in Las Villas De Manila Southwood exit, Binan, Laguna","San Francisco, Binan",Land,"Land,residential-lot",465,None,None,None,None,121.0555577,14.3336384,None,12787500,https://www.lamudi.com.ph/residential-lot-for-sale-in-las-villas-de-manila-southwood-exit-binan-laguna.html
1BR Condo Unit with Balcony for Sale at Primeworld District - Tower P in Lapu-Lapu Ci...,"Agus, Lapu-Lapu",Condominium,"Condominium,single-bedroom",None,30,None,1,1,123.983302,10.284075,Primeworld District,2700000,https://www.lamudi.com.ph/1br-condo-unit-with-balcony-for-sale-at-primeworld-district-tower-p-in-lapu-lapu-city-cebu-30-sqm.html
"Spacious Studio Condominium unit Rush Sale at BGC, Taguig City","Fort Bonifacio, Taguig",Condominium,"Condominium,studio",None,31,None,1,1,121.050318,14.540867,South of Market,7500000,https://www.lamudi.com.ph/spacious-studio-condominium-unit-rush-sale-at-bgc-taguig-city.html
"For Sale 2 Bedroom at Manansala Rockwell Facing Powerplant Mall, Makati City","Poblacion, Makati",Condominium,"Condominium,double-bedroom",None,99,1,2,2,121.032076,14.56568,Manansala Tower,28500000,https://www.lamudi.com.ph/for-sale-2-bedroom-at-manansala-rockwell-facing-po-165953393161.html
"For Sale Residential Vacant Lot at Gloria Heights Subd., Antipolo","Dalig, Antipolo",Land,"Land,residential-lot",987,None,None,None,None,121.195159,14.576725,None,9000000,https://www.lamudi.com.ph/for-sale-residential-vacant-lot-at-gloria-heights-subd-antipolo.html
"342 sqm Corner Lot For Sale in Avida Settings Bacoor City, Cavite","Molino IV, Bacoor",Land,"Land,residential-lot",342,None,None,None,None,120.9842,14.3618,None,9500000,https://www.lamudi.com.ph/342-sqm-corner-lot-for-sale-in-avida-settings-bacoor-city-cavite.html
Good Value for Investment 3 Bedroom Condo For Sale in One Serendra BGC Taguig,"Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",None,184,2,3,4,121.050318,14.540867,One Serendra,57000000,https://www.lamudi.com.ph/good-value-for-investment-3-bedroom-condo-for-sale-in-one-serendra-bgc-taguig.html
"For Sale 311 sqm Residential Lot in Versailles Daang Hari, Las Pinas","Almanza Dos, Las Pinas",Land,"Land,residential-lot",347,311,None,4,4,121.0092866,14.39714538,None,22703000,https://www.lamudi.com.ph/for-sale-311-sqm-residential-lot-in-versailles-daang-hari-las-pinas.html
155 sqm 2BR Condo with Balcony and a Parking Slot for Sale at Park Terraces,"San Lorenzo, Makati",Condominium,"Condominium,double-bedroom",None,155,1,2,2,121.019175,14.550759,Park Terraces,52000000,https://www.lamudi.com.ph/155-sqm-2br-condo-with-balcony-and-a-parking-slot-for-sale-at-park-terraces.html
"Preselling Studio Condominium Unit at Zaya Suites, Santa Rosa, Laguna","Balibago, Santa Rosa",Condominium,"Condominium,studio",None,24,None,1,1,121.10166,14.294425,Zaya Suites ,2500000,https://www.lamudi.com.ph/studio-condominium-unit-for-sale-at-zaya-suites-santa-rosa-laguna.html
Affordable Single Attached House for sale in Antipolo near Assumption School,"San Isidro, Antipolo",House,"House,single-family-house",70,66,None,3,1,121.186609,14.59242,None,4800000,https://www.lamudi.com.ph/affordable-single-attached-house-for-sale-in-antipolo-near-assumption-school.html
House and Lot in Tanauan Batangas for as low as 1.7M,"Darasa, Tanauan",House,"House,single-family-house",61,40,None,2,1,121.1567437,14.0661817,None,1700000,https://www.lamudi.com.ph/house-and-lot-in-tanauan-batangas-for-as-low-as-1-7m.html
"2 bedroom Condominium unit in Arya Residences, BGC, Taguig  For Sale","Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,135,None,2,2,121.050318,14.540867,Arya Residences,40950000,https://www.lamudi.com.ph/2-bedroom-condominium-unit-in-arya-residences-bgc-taguig-for-sale.html
"Admiral Baysuites: RUSH2BR For Sale 110 sqm, w/ balcony, Manila Bay View, P15.5M","Malate, Manila",Condominium,"Condominium,double-bedroom",None,110,0,2,3,120.991585,14.570199,Admiral Baysuites,15500000,https://www.lamudi.com.ph/admiral-baysuites-rush2br-for-sale-110-sqm-w-balco-165872265163.html
6K Monthly Condo for Sale Studio No Dp 15% Discount Condo Pasig Ortigas,"San Isidro, Cainta",Condominium,"Condominium,studio",None,21,None,1,1,121.1062982,14.60243904,Empire East Highland City,2000000,https://www.lamudi.com.ph/6k-monthly-condo-for-sale-studio-no-dp-15-discount-condo-pasig-ortigas.html
Tagaytay Farmlot for Sale,"Silang Junction North, Tagaytay",Land,"Land,residential-lot",240,None,None,None,None,120.955035,14.11258,None,2400000,https://www.lamudi.com.ph/tagaytay-farmlot-for-sale.html
Retirement in Amadeo Farmlot near Tagaytay for Sale,"Bucal, Amadeo",Land,"Land,residential-lot",120,None,None,None,None,120.932727,14.168955,None,1020000,https://www.lamudi.com.ph/retirement-in-amadeo-farmlot-near-tagaytay-for-sale.html
Pre-Selling 4-Bedroom Townhouse for sale in Small Horseshoe Drive Quezon City,"Horseshoe, Quezon City",House,"House,townhouse",156,570,None,4,4,121.043543,14.613141,None,64000000,https://www.lamudi.com.ph/pre-selling-4-bedroom-townhouse-for-sale-in-small-horseshoe-drive-quezon-city.html
"Hillside Lot for Sale at Foressa Mountain Town in Cansomoroy, Balamban, Cebu | 770 sq...","Cansomoroy, Balamban",Land,"Land,residential-lot",770,None,None,None,None,123.763605,10.476011,None,9200000,https://www.lamudi.com.ph/hillside-lot-for-sale-at-foressa-mountain-town-in-cansomoroy-balamban-cebu-770-sqm.html
Rent To Own Studio Condominium Unit In Pasig City Along C5 No Down 8k Monthly,"Bagong Ilog, Pasig",Condominium,"Condominium,studio",None,22,None,1,1,121.06934,14.565391,SYNC,4480200,https://www.lamudi.com.ph/rent-to-own-studio-condominium-unit-in-pasig-city-along-c5-no-down-8k-monthly.html
Guadalupe Plains Cebu City Cebu Single Family House And Lot For Sale,"Guadalupe, Cebu",House,"House,single-family-house",125,90,None,4,3,123.878669,10.317175,None,11000000,https://www.lamudi.com.ph/guadalupe-plains-cebu-city-cebu-single-family-house-and-lot-for-sale.html
"Fort Bonifacio House and Lot for Sale in Taguig City, Afpovai","Western Bicutan, Taguig",House,"House,single-family-house",200,410,None,4,5,121.036376,14.517219,None,46800000,https://www.lamudi.com.ph/fort-bonifacio-house-and-lot-for-sale-in-taguig-ci-166001576060.html
For Sale Well Maintained Bungalow House in UPS 5 Paranaque City,"San Isidro, Paranaque",House,"House,single-family-house",324,250,2,4,3,121.011835,14.468547,None,11200000,https://www.lamudi.com.ph/for-sale-well-maintained-bungalow-house-in-ups-5-paranaque-city-9.html
Afpovai Taguig Brand New 5br Duplex House For Sale With Lanai In Fort Bonifacio,"Western Bicutan, Taguig",House,"House,single-family-house",200,410,None,4,5,121.036376,14.517219,None,46800000,https://www.lamudi.com.ph/afpovai-taguig-brand-new-5br-duplex-house-for-sale-with-lanai-in-fort-bonifacio.html
"Brand New Modern Duplex House For Sale In Afpovai, Taguig Nr. Bgc,Airport,Makati","Western Bicutan, Taguig",House,"House,townhouse",200,410,4,4,5,121.036376,14.517219,None,46800000,https://www.lamudi.com.ph/brand-new-modern-duplex-house-for-sale-in-afpovai-taguig-nr-bgc-airport-makati.html
Verve 2: 2BR facing TERRA PARK,"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,102,None,2,2,121.050318,14.540867,Verve Residences Tower 2,28000000,https://www.lamudi.com.ph/verve-2-2br-facing-terra-park.html
Verve 2: 2 bedroomfacing Amenities,"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,99,1,2,2,121.050318,14.540867,Verve Residences Tower 2,23800000,https://www.lamudi.com.ph/verve-2-2br-facing-amenities.html
Rent to Own Condo in Mandaluyong Gateway Regency No Down 8k monthly,"Barangka Ilaya, Mandaluyong",Condominium,"Condominium,studio",None,20,None,1,1,121.04641,14.571338,Gateway Regency,4242000,https://www.lamudi.com.ph/rent-to-own-condo-in-mandaluyong-gateway-regency-no-down-8k-monthly.html
Rent to Own Condo in Cirrus Residences Pasig No Down 10k monthly,"Rosario, Pasig",Condominium,"Condominium,studio",None,24,None,1,1,121.089097,14.588464,None,6538769,https://www.lamudi.com.ph/rent-to-own-condo-in-cirrus-residences-pasig-no-down-10k-monthly.html
The Century Spire Residences Interior Designed By Armani Casa At Makati City,"Poblacion, Makati",Condominium,"Condominium,studio",None,34,1,1,1,121.032076,14.56568,"For sale studio with 1 parking slot at The Century Spire By Armani Casa at Century City,Makati Avenue,Makati City",10034353,https://www.lamudi.com.ph/the-century-spire-residences-interior-designed-by-armani-casa-at-makati-city.html
